Question 1:  How many singers do we have ? ||| concert_singer
Question 385:  What are the names of the teachers ordered by ascending age ? ||| course_teach
Question 386:  What are the age and hometown of teachers ? ||| course_teach
Question 387:  What is the age and hometown of every teacher ? ||| course_teach
Question 388:  List the name of teachers whose hometown is not `` Little Lever Urban District '' . ||| course_teach
Question 389:  What are the names of the teachers whose hometown is not `` Little Lever Urban District '' ? ||| course_teach
Question 390:  Show the name of teachers aged either 32 or 33 ? ||| course_teach
Question 391:  What are the names of the teachers who are aged either 32 or 33 ? ||| course_teach
Question 392:  What is the hometown of the youngest teacher ? ||| course_teach
Question 393:  Where is the youngest teacher from ? ||| course_teach
Question 394:  Show different hometown of teachers and the number of teachers from each hometown . ||| course_teach
Question 395:  For each hometown , how many teachers are there ? ||| course_teach
Question 396:  List the most common hometown of teachers . ||| course_teach
Question 397:  What is the most commmon hometowns for teachers ? ||| course_teach
Question 398:  Show the hometowns shared by at least two teachers . ||| course_teach
Question 399:  What are the towns from which at least two teachers come from ? ||| course_teach
Question 400:  Show names of teachers and the courses they are arranged to teach . ||| course_teach
Question 401:  What is the name of each teacher and what course they teach ? ||| course_teach
Question 402:  Show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher 's name . ||| course_teach
Question 403:  What are the names of the teachers and the courses they teach in ascending alphabetical order by the name of the teacher ? ||| course_teach
Question 404:  Show the name of the teacher for the math course . ||| course_teach
Question 405:  What are the names of the people who teach math courses ? ||| course_teach
Question 406:  Show names of teachers and the number of courses they teach . ||| course_teach
Question 407:  What are the names of the teachers and how many courses do they teach ? ||| course_teach
Question 408:  Show names of teachers that teach at least two courses . ||| course_teach
Question 409:  What are the names of the teachers who teach at least two courses ? ||| course_teach
Question 410:  List the names of teachers who have not been arranged to teach courses . ||| course_teach
Question 411:  What are the names of the teachers whose courses have not been arranged ? ||| course_teach
Question 412:  How many visitors below age 30 are there ? ||| museum_visit
Question 413:  Find the names of the visitors whose membership level is higher than 4 , and order the results by the level from high to low . ||| museum_visit
Question 414:  What is the average age of the visitors whose membership level is not higher than 4 ? ||| museum_visit
Question 415:  Find the name and membership level of the visitors whose membership level is higher than 4 , and sort by their age from old to young . ||| museum_visit
Question 416:  Find the id and name of the museum that has the most staff members ? ||| museum_visit
Question 417:  Find the average number of staff working for the museums that were open before 2009 . ||| museum_visit
Question 418:  What are the opening year and staff number of the museum named Plaza Museum ? ||| museum_visit
Question 419:  find the names of museums which have more staff than the minimum staff number of all museums opened after 2010 . ||| museum_visit
Question 420:  find the id , name and age for visitors who visited some museums more than once . ||| museum_visit
Question 421:  What are the id , name and membership level of visitors who have spent the largest amount of money in total in all museum tickets ? ||| museum_visit
Question 422:  What are the id and name of the museum visited most times ? ||| museum_visit
Question 423:  What is the name of the museum that had no visitor yet ? ||| museum_visit
Question 424:  Find the name and age of the visitor who bought the most tickets at once . ||| museum_visit
Question 425:  What are the average and maximum number of tickets bought in all visits ? ||| museum_visit
Question 426:  What is the total ticket expense of the visitors whose membership level is 1 ? ||| museum_visit
Question 427:  What is the name of the visitor who visited both a museum opened before 2009 and a museum opened after 2011 ? ||| museum_visit
Question 428:  Find the number of visitors who did not visit any museum opened after 2010 . ||| museum_visit
Question 429:  How many museums were opened after 2013 or before 2008 ? ||| museum_visit
Question 430:  Find the total number of players . ||| wta_1
Question 431:  How many players are there ? ||| wta_1
Question 432:  Find the total number of matches . ||| wta_1
Question 433:  Count the number of matches . ||| wta_1
Question 434:  List the first name and birth date of all players from the country with code USA . ||| wta_1
Question 435:  What are the first names and birth dates of players from the USA ? ||| wta_1
Question 436:  Find the average age of losers and winners of all matches . ||| wta_1
Question 437:  What are the average ages of losers and winners across matches ? ||| wta_1
Question 438:  Find the average rank of winners in all matches . ||| wta_1
Question 439:  What is the average rank for winners in all matches ? ||| wta_1
Question 440:  Find the highest rank of losers in all matches . ||| wta_1
Question 441:  What is the best rank of losers across all matches ? ||| wta_1
Question 442:  find the number of distinct country codes of all players . ||| wta_1
Question 443:  How many distinct countries do players come from ? ||| wta_1
Question 444:  Find the number of distinct name of losers . ||| wta_1
Question 445:  How many different loser names are there ? ||| wta_1
Question 446:  Find the name of tourney that has more than 10 matches . ||| wta_1
Question 447:  What are the names of tournaments that have more than 10 matches ? ||| wta_1
Question 448:  List the names of all winners who played in both 2013 and 2016 . ||| wta_1
Question 449:  What are the names of players who won in both 2013 and 2016 ? ||| wta_1
Question 450:  List the number of all matches who played in years of 2013 or 2016 . ||| wta_1
Question 451:  How many matches were played in 2013 or 2016 ? ||| wta_1
Question 452:  What are the country code and first name of the players who won in both tourney WTA Championships and Australian Open ? ||| wta_1
Question 453:  What are the first names and country codes for players who won both the WTA Championships and the Australian Open ? ||| wta_1
Question 454:  Find the first name and country code of the oldest player . ||| wta_1
Question 455:  What is the first name and country code of the oldest player ? ||| wta_1
Question 456:  List the first and last name of all players in the order of birth date . ||| wta_1
Question 457:  What are the full names of all players , sorted by birth date ? ||| wta_1
Question 458:  List the first and last name of all players who are left / L hand in the order of birth date . ||| wta_1
Question 459:  What are the full names of all left handed players , in order of birth date ? ||| wta_1
Question 460:  Find the first name and country code of the player who did the most number of tours . ||| wta_1
Question 461:  What is the first name and country code of the player with the most tours ? ||| wta_1
Question 462:  Find the year that has the most number of matches . ||| wta_1
Question 463:  Which year had the most matches ? ||| wta_1
Question 464:  Find the name and rank points of the winner who won the most times . ||| wta_1
Question 465:  What is the name of the winner who has won the most matches , and how many rank points does this player have ? ||| wta_1
Question 466:  Find the name of the winner who has the highest rank points and participated in the Australian Open tourney . ||| wta_1
Question 467:  What is the name of the winner with the most rank points who participated in the Australian Open tournament ? ||| wta_1
Question 468:  find the names of loser and winner who played in the match with greatest number of minutes . ||| wta_1
Question 469:  What are the names of the winner and loser who played in the longest match ? ||| wta_1
Question 470:  Find the average ranking for each player and their first name . ||| wta_1
Question 471:  What are the first names of all players , and their average rankings ? ||| wta_1
Question 472:  Find the total ranking points for each player and their first name . ||| wta_1
Question 473:  What are the first names of all players , and their total ranking points ? ||| wta_1
Question 474:  find the number of players for each country . ||| wta_1
Question 475:  How many players are from each country ? ||| wta_1
Question 476:  find the code of the country where has the greatest number of players . ||| wta_1
Question 477:  What is the code of the country with the most players ? ||| wta_1
Question 478:  Find the codes of countries that have more than 50 players . ||| wta_1
Question 479:  What are the codes of countries with more than 50 players ? ||| wta_1
Question 480:  Find the total number of tours for each ranking date . ||| wta_1
Question 481:  How many total tours were there for each ranking date ? ||| wta_1
Question 482:  Find the number of matches happened in each year . ||| wta_1
Question 483:  How many matches were played in each year ? ||| wta_1
Question 484:  Find the name and rank of the 3 youngest winners across all matches . ||| wta_1
Question 485:  What are the names and ranks of the three youngest winners across all matches ? ||| wta_1
Question 486:  How many different winners both participated in the WTA Championships and were left handed ? ||| wta_1
Question 487:  Find the number of left handed winners who participated in the WTA Championships . ||| wta_1
Question 488:  Find the first name , country code and birth date of the winner who has the highest rank points in all matches . ||| wta_1
Question 489:  What is the first name , country code , and birth date of the player with the most winner rank points across all matches ? ||| wta_1
Question 490:  Find the number of players for each hand type . ||| wta_1
Question 491:  How many players are there for each hand type ? ||| wta_1
Question 492:  How many ships ended up being 'Captured ' ? ||| battle_death
Question 493:  List the name and tonnage ordered by in descending alphaetical order for the names . ||| battle_death
Question 494:  List the name , date and result of each battle . ||| battle_death
Question 495:  What is maximum and minimum death toll caused each time ? ||| battle_death
Question 496:  What is the average number of injuries caused each time ? ||| battle_death
Question 497:  What are the death and injury situations caused by the ship with tonnage 't ' ? ||| battle_death
Question 498:  What are the name and results of the battles when the bulgarian commander is not 'Boril ' ||| battle_death
Question 499:  What are the different ids and names of the battles that lost any 'Brig ' type shipes ? ||| battle_death
Question 500:  What are the ids and names of the battles that led to more than 10 people killed in total . ||| battle_death
Question 501:  What is the ship id and name that caused most total injuries ? ||| battle_death
Question 502:  What are the distinct battle names which are between bulgarian commander 'Kaloyan ' and latin commander 'Baldwin I ' ? ||| battle_death
Question 503:  How many different results are there for the battles ? ||| battle_death
Question 504:  How many battles did not lose any ship with tonnage '225 ' ? ||| battle_death
Question 505:  List the name and date the battle that has lost the ship named 'Lettice ' and the ship named 'HMS Atalanta ' ||| battle_death
Question 506:  Show names , results and bulgarian commanders of the battles with no ships lost in the 'English Channel ' . ||| battle_death
Question 507:  What are the notes of the death events which has substring 'East ' ? ||| battle_death
Question 508:  what are all the addresses including line 1 and line 2 ? ||| student_transcripts_tracking
Question 509:  What is the first and second line for all addresses ? ||| student_transcripts_tracking
Question 510:  How many courses in total are listed ? ||| student_transcripts_tracking
Question 511:  How many courses are there ? ||| student_transcripts_tracking
Question 512:  How is the math course described ? ||| student_transcripts_tracking
Question 513:  What are the descriptions for all the math courses ? ||| student_transcripts_tracking
Question 514:  What is the zip code of the address in the city Port Chelsea ? ||| student_transcripts_tracking
Question 515:  What is the zip code for Port Chelsea ? ||| student_transcripts_tracking
Question 516:  Which department offers the most number of degrees ? List department name and id . ||| student_transcripts_tracking
Question 517:  What is the name and id of the department with the most number of degrees ? ||| student_transcripts_tracking
Question 518:  How many departments offer any degree ? ||| student_transcripts_tracking
Question 519:  How many different departments offer degrees ? ||| student_transcripts_tracking
Question 520:  How many different degree names are offered ? ||| student_transcripts_tracking
Question 521:  How many different degrees are offered ? ||| student_transcripts_tracking
Question 522:  How many degrees does the engineering department offer ? ||| student_transcripts_tracking
Question 523:  How many degrees does the engineering department have ? ||| student_transcripts_tracking
Question 524:  What are the names and descriptions of all the sections ? ||| student_transcripts_tracking
Question 525:  What are the names and descriptions for all the sections ? ||| student_transcripts_tracking
Question 526:  What are the names and id of courses having at most 2 sections ? ||| student_transcripts_tracking
Question 527:  What are the names and ids of every course with less than 2 sections ? ||| student_transcripts_tracking
Question 528:  List the section_name in reversed lexicographical order . ||| student_transcripts_tracking
Question 529:  What are the names of the sections in reverse alphabetical order ? ||| student_transcripts_tracking
Question 530:  What is the semester which most student registered in ? Show both the name and the id . ||| student_transcripts_tracking
Question 531:  For each semester , what is the name and id of the one with the most students registered ? ||| student_transcripts_tracking
Question 532:  What is the description of the department whose name has the substring the computer ? ||| student_transcripts_tracking
Question 533:  What is the department description for the one whose name has the word computer ? ||| student_transcripts_tracking
Question 534:  Who are enrolled in 2 degree programs in one semester ? List the first name , middle name and last name and the id . ||| student_transcripts_tracking
Question 535:  What are the first , middle , and last names , along with the ids , of all students who enrolled in 2 degree programs in one semester ? ||| student_transcripts_tracking
Question 536:  Who is enrolled in a Bachelor degree program ? List the first name , middle name , last name . ||| student_transcripts_tracking
Question 537:  What are the first , middle , and last names for everybody enrolled in a Bachelors program ? ||| student_transcripts_tracking
Question 538:  Find the kind of program which most number of students are enrolled in ? ||| student_transcripts_tracking
Question 539:  What is the degree summary name that has the most number of students enrolled ? ||| student_transcripts_tracking
Question 540:  Find the program which most number of students are enrolled in . List both the id and the summary . ||| student_transcripts_tracking
Question 541:  What is the program id and the summary of the degree that has the most students enrolled ? ||| student_transcripts_tracking
Question 542:  Which student has enrolled for the most times in any program ? List the id , first name , middle name , last name , the number of enrollments and student id . ||| student_transcripts_tracking
Question 543:  What is the first , middle , and last name , along with the id and number of enrollments , for the student who enrolled the most in any program ? ||| student_transcripts_tracking
Question 544:  Which semesters do not have any student enrolled ? List the semester name . ||| student_transcripts_tracking
Question 545:  What is the name of the semester with no students enrolled ? ||| student_transcripts_tracking
Question 546:  What are all the course names of the courses which ever have students enrolled in ? ||| student_transcripts_tracking
Question 547:  What are the names of all courses that have some students enrolled ? ||| student_transcripts_tracking
Question 548:  What 's the name of the course with most number of enrollments ? ||| student_transcripts_tracking
Question 549:  What is the name of the course with the most students enrolled ? ||| student_transcripts_tracking
Question 550:  Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program . ||| student_transcripts_tracking
Question 551:  What are the last name of the students who live in North Carolina but have not registered in any degree programs ? ||| student_transcripts_tracking
Question 552:  Show the date and id of the transcript with at least 2 course results . ||| student_transcripts_tracking
Question 553:  What is the date and id of the transcript with at least 2 courses listed ? ||| student_transcripts_tracking
Question 554:  What is the phone number of the man with the first name Timmothy and the last name Ward ? ||| student_transcripts_tracking
Question 555:  What is the mobile phone number of the student named Timmothy Ward ? ||| student_transcripts_tracking
Question 556:  Who is the first student to register ? List the first name , middle name and last name . ||| student_transcripts_tracking
Question 557:  What is the first , middle , and last name of the first student to register ? ||| student_transcripts_tracking
Question 558:  Who is the earliest graduate of the school ? List the first name , middle name and last name . ||| student_transcripts_tracking
Question 559:  What is the first , middle , and last name of the earliest school graduate ? ||| student_transcripts_tracking
Question 560:  Whose permanent address is different from his or her current address ? List his or her first name . ||| student_transcripts_tracking
Question 561:  What is the first name of the student whose permanent address is different from his or her current one ? ||| student_transcripts_tracking
Question 562:  Which address holds the most number of students currently ? List the address id and all lines . ||| student_transcripts_tracking
Question 563:  What is the id , line 1 , and line 2 of the address with the most students ? ||| student_transcripts_tracking
Question 564:  On average , when were the transcripts printed ? ||| student_transcripts_tracking
Question 565:  What is the average transcript date ? ||| student_transcripts_tracking
Question 566:  When is the first transcript released ? List the date and details . ||| student_transcripts_tracking
Question 567:  What is the earliest date of a transcript release , and what details can you tell me ? ||| student_transcripts_tracking
Question 568:  How many transcripts are released ? ||| student_transcripts_tracking
Question 569:  How many transcripts are listed ? ||| student_transcripts_tracking
Question 570:  What is the last transcript release date ? ||| student_transcripts_tracking
Question 571:  When was the last transcript released ? ||| student_transcripts_tracking
Question 572:  How many times at most can a course enrollment result show in different transcripts ? Also show the course enrollment id . ||| student_transcripts_tracking
Question 573:  What is the maximum number of times that a course shows up in different transcripts and what is that course 's enrollment id ? ||| student_transcripts_tracking
Question 574:  Show the date of the transcript which shows the least number of results , also list the id . ||| student_transcripts_tracking
Question 575:  What is the date and id of the transcript with the least number of results ? ||| student_transcripts_tracking
Question 576:  Find the semester when both Master students and Bachelor students got enrolled in . ||| student_transcripts_tracking
Question 577:  What is the id of the semester that had both Masters and Bachelors students enrolled ? ||| student_transcripts_tracking
Question 578:  How many different addresses do the students currently live ? ||| student_transcripts_tracking
Question 579:  What are the different addresses that have students living there ? ||| student_transcripts_tracking
Question 580:  List all the student details in reversed lexicographical order . ||| student_transcripts_tracking
Question 581:  What other details can you tell me about students in reverse alphabetical order ? ||| student_transcripts_tracking
Question 582:  Describe the section h . ||| student_transcripts_tracking
Question 583:  What is the description for the section named h ? ||| student_transcripts_tracking
Question 584:  Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 . ||| student_transcripts_tracking
Question 585:  What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ? ||| student_transcripts_tracking
Question 586:  List the title of all cartoons in alphabetical order . ||| tvshow
Question 587:  What are the titles of the cartoons sorted alphabetically ? ||| tvshow
Question 588:  List all cartoon directed by `` Ben Jones '' . ||| tvshow
Question 589:  What are the names of all cartoons directed by Ben Jones ? ||| tvshow
Question 590:  How many cartoons were written by `` Joseph Kuhr '' ? ||| tvshow
Question 591:  What is the number of cartoones written by Joseph Kuhr ? ||| tvshow
Question 592:  list all cartoon titles and their directors ordered by their air date ||| tvshow
Question 593:  What is the name and directors of all the cartoons that are ordered by air date ? ||| tvshow
Question 594:  List the title of all cartoon directed by `` Ben Jones '' or `` Brandon Vietti '' . ||| tvshow
Question 595:  What are the titles of all cartoons directed by Ben Jones or Brandon Vietti ? ||| tvshow
Question 596:  Which country has the most of TV Channels ? List the country and number of TV Channels it has . ||| tvshow
Question 597:  What is the country with the most number of TV Channels and how many does it have ? ||| tvshow
Question 598:  List the number of different series names and contents in the TV Channel table . ||| tvshow
Question 599:  How many different series and contents are listed in the TV Channel table ? ||| tvshow
Question 600:  What is the content of TV Channel with serial name `` Sky Radio '' ? ||| tvshow
Question 601:  What is the content of the series Sky Radio ? ||| tvshow
Question 602:  What is the Package Option of TV Channel with serial name `` Sky Radio '' ? ||| tvshow
Question 603:  What are the Package Options of the TV Channels whose series names are Sky Radio ? ||| tvshow
Question 604:  How many TV Channel using language English ? ||| tvshow
Question 605:  How many TV Channels use the English language ? ||| tvshow
Question 606:  List the language used least number of TV Channel . List language and number of TV Channel . ||| tvshow
Question 607:  What are the languages used by the least number of TV Channels and how many channels use it ? ||| tvshow
Question 608:  List each language and the number of TV Channels using it . ||| tvshow
Question 609:  For each language , list the number of TV Channels that use it . ||| tvshow
Question 610:  What is the TV Channel that shows the cartoon `` The Rise of the Blue Beetle ! '' ? List the TV Channel 's series name . ||| tvshow
Question 611:  What is the series name of the TV Channel that shows the cartoon `` The Rise of the Blue Beetle '' ? ||| tvshow
Question 612:  List the title of all Cartoons showed on TV Channel with series name `` Sky Radio '' . ||| tvshow
Question 613:  What is the title of all the cartools that are on the TV Channel with the series name `` Sky Radio '' ? ||| tvshow
Question 614:  List the Episode of all TV series sorted by rating . ||| tvshow
Question 615:  What are all of the episodes ordered by ratings ? ||| tvshow
Question 616:  List top 3 highest Rating TV series . List the TV series 's Episode and Rating . ||| tvshow
Question 617:  What are 3 most highly rated episodes in the TV series table and what were those ratings ? ||| tvshow
Question 618:  What is minimum and maximum share of TV series ? ||| tvshow
Question 619:  What is the maximum and minimum share for the TV series ? ||| tvshow
Question 620:  What is the air date of TV series with Episode `` A Love of a Lifetime '' ? ||| tvshow
Question 621:  When did the episode `` A Love of a Lifetime '' air ? ||| tvshow
Question 622:  What is Weekly Rank of TV series with Episode `` A Love of a Lifetime '' ? ||| tvshow
Question 623:  What is the weekly rank for the episode `` A Love of a Lifetime '' ? ||| tvshow
Question 624:  What is the TV Channel of TV series with Episode `` A Love of a Lifetime '' ? List the TV Channel 's series name . ||| tvshow
Question 625:  What is the name of the series that has the episode `` A Love of a Lifetime '' ? ||| tvshow
Question 626:  List the Episode of all TV series showed on TV Channel with series name `` Sky Radio '' . ||| tvshow
Question 627:  What is the episode for the TV series named `` Sky Radio '' ? ||| tvshow
Question 628:  Find the number of cartoons directed by each of the listed directors . ||| tvshow
Question 629:  How many cartoons did each director create ? ||| tvshow
Question 630:  Find the production code and channel of the most recently aired cartoon . ||| tvshow
Question 631:  What is the produdction code and channel of the most recent cartoon ? ||| tvshow
Question 632:  Find the package choice and series name of the TV channel that has high definition TV . ||| tvshow
Question 633:  What are the package options and the name of the series for the TV Channel that supports high definition TV ? ||| tvshow
Question 634:  which countries ' tv channels are playing some cartoon written by Todd Casey ? ||| tvshow
Question 635:  What are the countries that have cartoons on TV that were written by Todd Casey ? ||| tvshow
Question 636:  which countries ' tv channels are not playing any cartoon written by Todd Casey ? ||| tvshow
Question 637:  What are the countries that are not playing cartoons written by Todd Casey ? ||| tvshow
Question 638:  Find the series name and country of the tv channel that is playing some cartoons directed by Ben Jones and Michael Chang ? ||| tvshow
Question 639:  What is the series name and country of all TV channels that are playing cartoons directed by Ben Jones and cartoons directed by Michael Chang ? ||| tvshow
Question 640:  find the pixel aspect ratio and nation of the tv channels that do not use English . ||| tvshow
Question 641:  What is the pixel aspect ratio and country of origin for all TV channels that do not use English ? ||| tvshow
Question 642:  find id of the tv channels that from the countries where have more than two tv channels . ||| tvshow
Question 643:  What are the ids of all tv channels that have more than 2 TV channels ? ||| tvshow
Question 644:  find the id of tv channels that do not play any cartoon directed by Ben Jones . ||| tvshow
Question 645:  What are the ids of the TV channels that do not have any cartoons directed by Ben Jones ? ||| tvshow
Question 646:  find the package option of the tv channel that do not have any cartoon directed by Ben Jones . ||| tvshow
Question 647:  What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones ? ||| tvshow
Question 648:  How many poker players are there ? ||| poker_player
Question 649:  Count the number of poker players . ||| poker_player
Question 650:  List the earnings of poker players in descending order . ||| poker_player
Question 651:  What are the earnings of poker players , ordered descending by value ? ||| poker_player
Question 652:  List the final tables made and the best finishes of poker players . ||| poker_player
Question 653:  What are the final tables made and best finishes for all poker players ? ||| poker_player
Question 654:  What is the average earnings of poker players ? ||| poker_player
Question 655:  Return the average earnings across all poker players . ||| poker_player
Question 656:  What is the money rank of the poker player with the highest earnings ? ||| poker_player
Question 657:  Return the money rank of the player with the greatest earnings . ||| poker_player
Question 658:  What is the maximum number of final tables made among poker players with earnings less than 200000 ? ||| poker_player
Question 659:  Return the maximum final tables made across all poker players who have earnings below 200000 . ||| poker_player
Question 660:  What are the names of poker players ? ||| poker_player
Question 661:  Return the names of all the poker players . ||| poker_player
Question 662:  What are the names of poker players whose earnings is higher than 300000 ? ||| poker_player
Question 663:  Give the names of poker players who have earnings above 300000 . ||| poker_player
Question 664:  List the names of poker players ordered by the final tables made in ascending order . ||| poker_player
Question 665:  What are the names of poker players , ordered ascending by the number of final tables they have made ? ||| poker_player
Question 666:  What is the birth date of the poker player with the lowest earnings ? ||| poker_player
Question 667:  Return the birth date of the poker player with the lowest earnings . ||| poker_player
Question 668:  What is the money rank of the tallest poker player ? ||| poker_player
Question 669:  Return the money rank of the poker player with the greatest height . ||| poker_player
Question 670:  What is the average earnings of poker players with height higher than 200 ? ||| poker_player
Question 671:  Give average earnings of poker players who are taller than 200 . ||| poker_player
Question 672:  What are the names of poker players in descending order of earnings ? ||| poker_player
Question 673:  Return the names of poker players sorted by their earnings descending . ||| poker_player
Question 674:  What are different nationalities of people and the corresponding number of people from each nation ? ||| poker_player
Question 675:  How many people are there of each nationality ? ||| poker_player
Question 676:  What is the most common nationality of people ? ||| poker_player
Question 677:  Give the nationality that is most common across all people . ||| poker_player
Question 678:  What are the nationalities that are shared by at least two people ? ||| poker_player
Question 679:  Return the nationalities for which there are two or more people . ||| poker_player
Question 680:  List the names and birth dates of people in ascending alphabetical order of name . ||| poker_player
Question 681:  What are the names and birth dates of people , ordered by their names in alphabetical order ? ||| poker_player
Question 682:  Show names of people whose nationality is not `` Russia '' . ||| poker_player
Question 683:  What are the names of people who are not from Russia ? ||| poker_player
Question 684:  List the names of people that are not poker players . ||| poker_player
Question 685:  What are the names of people who do not play poker ? ||| poker_player
Question 686:  How many distinct nationalities are there ? ||| poker_player
Question 687:  Count the number of different nationalities . ||| poker_player
Question 688:  How many states are there ? ||| voter_1
Question 689:  List the contestant numbers and names , ordered by contestant name descending . ||| voter_1
Question 690:  List the vote ids , phone numbers and states of all votes . ||| voter_1
Question 691:  What are the maximum and minimum values of area codes ? ||| voter_1
Question 692:  What is last date created of votes from the state 'CA ' ? ||| voter_1
Question 693:  What are the names of the contestants whose names are not 'Jessie Alloway ' ||| voter_1
Question 694:  What are the distinct states and create time of all votes ? ||| voter_1
Question 695:  What are the contestant numbers and names of the contestants who had at least two votes ? ||| voter_1
Question 696:  Of all the contestants who got voted , what is the contestant number and name of the contestant who got least votes ? ||| voter_1
Question 697:  What are the number of votes from state 'NY ' or 'CA ' ? ||| voter_1
Question 698:  How many contestants did not get voted ? ||| voter_1
Question 699:  What is the area code in which the most voters voted ? ||| voter_1
Question 700:  What are the create dates , states , and phone numbers of the votes that were for the contestant named 'Tabatha Gehling ' ? ||| voter_1
Question 701:  List the area codes in which voters voted both for the contestant 'Tabatha Gehling ' and the contestant 'Kelly Clauss ' . ||| voter_1
Question 702:  Return the names of the contestants whose names contain the substring 'Al' . ||| voter_1
Question 703:  What are the names of all the countries that became independent after 1950 ? ||| world_1
Question 704:  Give the names of the nations that were founded after 1950 . ||| world_1
Question 705:  How many countries have a republic as their form of government ? ||| world_1
Question 706:  How many countries have governments that are republics ? ||| world_1
Question 707:  What is the total surface area of the countries in the Caribbean region ? ||| world_1
Question 708:  How much surface area do the countires in the Carribean cover together ? ||| world_1
Question 709:  Which continent is Anguilla in ? ||| world_1
Question 710:  What is the continent name which Anguilla belongs to ? ||| world_1
Question 711:  Which region is the city Kabul located in ? ||| world_1
Question 712:  What region is Kabul in ? ||| world_1
Question 713:  Which language is the most popular in Aruba ? ||| world_1
Question 714:  What language is predominantly spoken in Aruba ? ||| world_1
Question 715:  What are the population and life expectancies in Brazil ? ||| world_1
Question 716:  Give me Brazil¡¯s population and life expectancies . ||| world_1
Question 717:  What are the region and population of Angola ? ||| world_1
Question 718:  What region does Angola belong to and what is its population ? ||| world_1
Question 719:  What is the average expected life expectancy for countries in the region of Central Africa ? ||| world_1
Question 720:  How long is the people¡¯s average life expectancy in Central Africa ? ||| world_1
Question 721:  What is the name of country that has the shortest life expectancy in Asia ? ||| world_1
Question 722:  Give the name of the country in Asia with the lowest life expectancy . ||| world_1
Question 723:  What is the total population and maximum GNP in Asia ? ||| world_1
Question 724:  How many people live in Asia , and what is the largest GNP among them ? ||| world_1
Question 725:  What is the average life expectancy in African countries that are republics ? ||| world_1
Question 726:  Give the average life expectancy for countries in Africa which are republics ? ||| world_1
Question 727:  What is the total surface area of the continents Asia and Europe ? ||| world_1
Question 728:  Give the total surface area covered by countries in Asia or Europe . ||| world_1
Question 729:  How many people live in Gelderland district ? ||| world_1
Question 730:  What is the total population of Gelderland district ? ||| world_1
Question 731:  What is the average GNP and total population in all nations whose government is US territory ? ||| world_1
Question 732:  Give the mean GNP and total population of nations which are considered US territory . ||| world_1
Question 733:  How many unique languages are spoken in the world ? ||| world_1
Question 734:  What is the number of distinct languages used around the world ? ||| world_1
Question 735:  How many type of governments are in Africa ? ||| world_1
Question 736:  How many different forms of governments are there in Africa ? ||| world_1
Question 737:  What is the total number of languages used in Aruba ? ||| world_1
Question 738:  How many languages are spoken in Aruba ? ||| world_1
Question 739:  How many official languages does Afghanistan have ? ||| world_1
Question 740:  How many official languages are spoken in Afghanistan ? ||| world_1
Question 741:  What is name of the country that speaks the largest number of languages ? ||| world_1
Question 742:  Give the name of the nation that uses the greatest amount of languages . ||| world_1
Question 743:  Which continent has the most diverse languages ? ||| world_1
Question 744:  Which continent speaks the most languages ? ||| world_1
Question 745:  How many countries speak both English and Dutch ? ||| world_1
Question 746:  What is the number of nations that use English and Dutch ? ||| world_1
Question 747:  What are the names of nations speak both English and French ? ||| world_1
Question 748:  Give the names of nations that speak both English and French . ||| world_1
Question 749:  What are the names of nations where both English and French are official languages ? ||| world_1
Question 750:  Give the names of countries with English and French as official languages . ||| world_1
Question 751:  What is the number of distinct continents where Chinese is spoken ? ||| world_1
Question 752:  How many continents speak Chinese ? ||| world_1
Question 753:  What are the regions that use English or Dutch ? ||| world_1
Question 754:  Which regions speak Dutch or English ? ||| world_1
Question 755:  What are the countries where either English or Dutch is the official language ? ||| world_1
Question 756:  Which countries have either English or Dutch as an official language ? ||| world_1
Question 757:  Which language is the most popular on the Asian continent ? ||| world_1
Question 758:  What is the language that is used by the largest number of Asian nations ? ||| world_1
Question 759:  Which languages are spoken by only one country in republic governments ? ||| world_1
Question 760:  What languages are only used by a single country with a republic government ? ||| world_1
Question 761:  Find the city with the largest population that uses English . ||| world_1
Question 762:  What is the most populace city that speaks English ? ||| world_1
Question 763:  Find the name , population and expected life length of asian country with the largest area ? ||| world_1
Question 764:  What are the name , population , and life expectancy of the largest Asian country by land ? ||| world_1
Question 765:  What is average life expectancy in the countries where English is not the official language ? ||| world_1
Question 766:  Give the mean life expectancy of countries in which English is not the official language . ||| world_1
Question 767:  What is the total number of people living in the nations that do not use English ? ||| world_1
Question 768:  How many people live in countries that do not speak English ? ||| world_1
Question 769:  What is the official language spoken in the country whose head of state is Beatrix ? ||| world_1
Question 770:  What is the official language used in the country the name of whose head of state is Beatrix . ||| world_1
Question 771:  What is the total number of unique official languages spoken in the countries that are founded before 1930 ? ||| world_1
Question 772:  For the countries founded before 1930 , what is the total number of distinct official languages ? ||| world_1
Question 773:  What are the countries that have greater surface area than any country in Europe ? ||| world_1
Question 774:  Which countries have greater area than that of any country in Europe ? ||| world_1
Question 775:  What are the African countries that have a population less than any country in Asia ? ||| world_1
Question 776:  Which African countries have a smaller population than that of any country in Asia ? ||| world_1
Question 777:  Which Asian countries have a population that is larger than any country in Africa ? ||| world_1
